"","Position","Gene"
"1152",1152,"MT-RNR1"
"1153",1153,"MT-RNR1"
"1154",1154,"MT-RNR1"
"1155",1155,"MT-RNR1"
"1156",1156,"MT-RNR1"
"1157",1157,"MT-RNR1"
"1158",1158,"MT-RNR1"
"1159",1159,"MT-RNR1"
"1160",1160,"MT-RNR1"
"1161",1161,"MT-RNR1"
"1162",1162,"MT-RNR1"
"1163",1163,"MT-RNR1"
"1164",1164,"MT-RNR1"
"1165",1165,"MT-RNR1"
"1166",1166,"MT-RNR1"
"1167",1167,"MT-RNR1"
"1168",1168,"MT-RNR1"
"1169",1169,"MT-RNR1"
"1170",1170,"MT-RNR1"
"1171",1171,"MT-RNR1"
"1172",1172,"MT-RNR1"
"1173",1173,"MT-RNR1"
"1174",1174,"MT-RNR1"
"1175",1175,"MT-RNR1"
"1176",1176,"MT-RNR1"
"1177",1177,"MT-RNR1"
"1178",1178,"MT-RNR1"
"1179",1179,"MT-RNR1"
"1180",1180,"MT-RNR1"
"1181",1181,"MT-RNR1"
"1182",1182,"MT-RNR1"
"1183",1183,"MT-RNR1"
"1184",1184,"MT-RNR1"
"1185",1185,"MT-RNR1"
"1186",1186,"MT-RNR1"
"1187",1187,"MT-RNR1"
"1188",1188,"MT-RNR1"
"1189",1189,"MT-RNR1"
"1190",1190,"MT-RNR1"
"1191",1191,"MT-RNR1"
"1192",1192,"MT-RNR1"
"1193",1193,"MT-RNR1"
"1194",1194,"MT-RNR1"
"1195",1195,"MT-RNR1"
"1196",1196,"MT-RNR1"
"1197",1197,"MT-RNR1"
"1198",1198,"MT-RNR1"
"1199",1199,"MT-RNR1"
"1200",1200,"MT-RNR1"
"1201",1201,"MT-RNR1"
"1202",1202,"MT-RNR1"
"1203",1203,"MT-RNR1"
"1204",1204,"MT-RNR1"
"1205",1205,"MT-RNR1"
"1206",1206,"MT-RNR1"
"1207",1207,"MT-RNR1"
"1208",1208,"MT-RNR1"
"1209",1209,"MT-RNR1"
"1210",1210,"MT-RNR1"
"1211",1211,"MT-RNR1"
"1212",1212,"MT-RNR1"
"1213",1213,"MT-RNR1"
"1214",1214,"MT-RNR1"
"1215",1215,"MT-RNR1"
"1216",1216,"MT-RNR1"
"1217",1217,"MT-RNR1"
"1218",1218,"MT-RNR1"
"1219",1219,"MT-RNR1"
"1220",1220,"MT-RNR1"
"1221",1221,"MT-RNR1"
"1222",1222,"MT-RNR1"
"1223",1223,"MT-RNR1"
"1224",1224,"MT-RNR1"
"1225",1225,"MT-RNR1"
"1226",1226,"MT-RNR1"
"1227",1227,"MT-RNR1"
"1228",1228,"MT-RNR1"
"1229",1229,"MT-RNR1"
"1230",1230,"MT-RNR1"
"1231",1231,"MT-RNR1"
"1232",1232,"MT-RNR1"
"1233",1233,"MT-RNR1"
"1234",1234,"MT-RNR1"
"1235",1235,"MT-RNR1"
"1236",1236,"MT-RNR1"
"1237",1237,"MT-RNR1"
"1238",1238,"MT-RNR1"
"1239",1239,"MT-RNR1"
"1240",1240,"MT-RNR1"
"1241",1241,"MT-RNR1"
"1242",1242,"MT-RNR1"
"1243",1243,"MT-RNR1"
"1244",1244,"MT-RNR1"
"1245",1245,"MT-RNR1"
"1246",1246,"MT-RNR1"
"1247",1247,"MT-RNR1"
"1248",1248,"MT-RNR1"
"1249",1249,"MT-RNR1"
"1250",1250,"MT-RNR1"
"1251",1251,"MT-RNR1"
"1252",1252,"MT-RNR1"
"1253",1253,"MT-RNR1"
"1254",1254,"MT-RNR1"
"1255",1255,"MT-RNR1"
"1256",1256,"MT-RNR1"
"1257",1257,"MT-RNR1"
"1258",1258,"MT-RNR1"
"1259",1259,"MT-RNR1"
"1260",1260,"MT-RNR1"
"1261",1261,"MT-RNR1"
"1262",1262,"MT-RNR1"
"1263",1263,"MT-RNR1"
"1264",1264,"MT-RNR1"
"1265",1265,"MT-RNR1"
"1266",1266,"MT-RNR1"
"1267",1267,"MT-RNR1"
"1268",1268,"MT-RNR1"
"1269",1269,"MT-RNR1"
"1270",1270,"MT-RNR1"
"1271",1271,"MT-RNR1"
"1272",1272,"MT-RNR1"
"1273",1273,"MT-RNR1"
"1274",1274,"MT-RNR1"
"1275",1275,"MT-RNR1"
"1276",1276,"MT-RNR1"
"1277",1277,"MT-RNR1"
"1278",1278,"MT-RNR1"
"1279",1279,"MT-RNR1"
"1280",1280,"MT-RNR1"
"1281",1281,"MT-RNR1"
"1282",1282,"MT-RNR1"
"1283",1283,"MT-RNR1"
"1284",1284,"MT-RNR1"
"1285",1285,"MT-RNR1"
"1286",1286,"MT-RNR1"
"1287",1287,"MT-RNR1"
"1288",1288,"MT-RNR1"
"1289",1289,"MT-RNR1"
"1290",1290,"MT-RNR1"
"1291",1291,"MT-RNR1"
"1292",1292,"MT-RNR1"
"1293",1293,"MT-RNR1"
"1294",1294,"MT-RNR1"
"1295",1295,"MT-RNR1"
"1296",1296,"MT-RNR1"
"1297",1297,"MT-RNR1"
"1298",1298,"MT-RNR1"
"1299",1299,"MT-RNR1"
"1300",1300,"MT-RNR1"
"1301",1301,"MT-RNR1"
"1302",1302,"MT-RNR1"
"1303",1303,"MT-RNR1"
"1304",1304,"MT-RNR1"
"1305",1305,"MT-RNR1"
"1306",1306,"MT-RNR1"
"1307",1307,"MT-RNR1"
"1308",1308,"MT-RNR1"
"1309",1309,"MT-RNR1"
"1310",1310,"MT-RNR1"
"1311",1311,"MT-RNR1"
"1312",1312,"MT-RNR1"
"1313",1313,"MT-RNR1"
"1314",1314,"MT-RNR1"
"1315",1315,"MT-RNR1"
"1316",1316,"MT-RNR1"
"1317",1317,"MT-RNR1"
"1318",1318,"MT-RNR1"
"1319",1319,"MT-RNR1"
"1320",1320,"MT-RNR1"
"1321",1321,"MT-RNR1"
"1322",1322,"MT-RNR1"
"1323",1323,"MT-RNR1"
"1324",1324,"MT-RNR1"
"1325",1325,"MT-RNR1"
"1326",1326,"MT-RNR1"
"1327",1327,"MT-RNR1"
"1328",1328,"MT-RNR1"
"1329",1329,"MT-RNR1"
"1330",1330,"MT-RNR1"
"1331",1331,"MT-RNR1"
"1332",1332,"MT-RNR1"
"1333",1333,"MT-RNR1"
"1334",1334,"MT-RNR1"
"1335",1335,"MT-RNR1"
"1336",1336,"MT-RNR1"
"1337",1337,"MT-RNR1"
"1338",1338,"MT-RNR1"
"1339",1339,"MT-RNR1"
"1340",1340,"MT-RNR1"
"1341",1341,"MT-RNR1"
"1342",1342,"MT-RNR1"
"1343",1343,"MT-RNR1"
"1344",1344,"MT-RNR1"
"1345",1345,"MT-RNR1"
"1346",1346,"MT-RNR1"
"1347",1347,"MT-RNR1"
"1348",1348,"MT-RNR1"
"1349",1349,"MT-RNR1"
"1350",1350,"MT-RNR1"
"1351",1351,"MT-RNR1"
"1352",1352,"MT-RNR1"
"1353",1353,"MT-RNR1"
"1354",1354,"MT-RNR1"
"1355",1355,"MT-RNR1"
"1356",1356,"MT-RNR1"
"1357",1357,"MT-RNR1"
"1358",1358,"MT-RNR1"
"1359",1359,"MT-RNR1"
"1360",1360,"MT-RNR1"
"1361",1361,"MT-RNR1"
"1362",1362,"MT-RNR1"
"1363",1363,"MT-RNR1"
"1364",1364,"MT-RNR1"
"1365",1365,"MT-RNR1"
"1366",1366,"MT-RNR1"
"1367",1367,"MT-RNR1"
"1368",1368,"MT-RNR1"
"1369",1369,"MT-RNR1"
"1370",1370,"MT-RNR1"
"1371",1371,"MT-RNR1"
"1372",1372,"MT-RNR1"
"1373",1373,"MT-RNR1"
"1374",1374,"MT-RNR1"
"1375",1375,"MT-RNR1"
"1376",1376,"MT-RNR1"
"1377",1377,"MT-RNR1"
"1378",1378,"MT-RNR1"
"1379",1379,"MT-RNR1"
"1380",1380,"MT-RNR1"
"1381",1381,"MT-RNR1"
"1382",1382,"MT-RNR1"
"1383",1383,"MT-RNR1"
"1384",1384,"MT-RNR1"
"1385",1385,"MT-RNR1"
"1386",1386,"MT-RNR1"
"1387",1387,"MT-RNR1"
"1388",1388,"MT-RNR1"
"1389",1389,"MT-RNR1"
"1390",1390,"MT-RNR1"
"1391",1391,"MT-RNR1"
"1392",1392,"MT-RNR1"
"1393",1393,"MT-RNR1"
"1394",1394,"MT-RNR1"
"1395",1395,"MT-RNR1"
"1396",1396,"MT-RNR1"
"1397",1397,"MT-RNR1"
"1398",1398,"MT-RNR1"
"1399",1399,"MT-RNR1"
"1400",1400,"MT-RNR1"
"1401",1401,"MT-RNR1"
"1402",1402,"MT-RNR1"
"1403",1403,"MT-RNR1"
"1404",1404,"MT-RNR1"
"1405",1405,"MT-RNR1"
"1406",1406,"MT-RNR1"
"1407",1407,"MT-RNR1"
"1408",1408,"MT-RNR1"
"1409",1409,"MT-RNR1"
"1410",1410,"MT-RNR1"
"1411",1411,"MT-RNR1"
"1412",1412,"MT-RNR1"
"1413",1413,"MT-RNR1"
"1414",1414,"MT-RNR1"
"1415",1415,"MT-RNR1"
"1416",1416,"MT-RNR1"
"1417",1417,"MT-RNR1"
"1418",1418,"MT-RNR1"
"1419",1419,"MT-RNR1"
"1420",1420,"MT-RNR1"
"1421",1421,"MT-RNR1"
"1422",1422,"MT-RNR1"
"1423",1423,"MT-RNR1"
"1424",1424,"MT-RNR1"
"1425",1425,"MT-RNR1"
"1426",1426,"MT-RNR1"
"1427",1427,"MT-RNR1"
"1428",1428,"MT-RNR1"
"1429",1429,"MT-RNR1"
"1430",1430,"MT-RNR1"
"1431",1431,"MT-RNR1"
"1432",1432,"MT-RNR1"
"1433",1433,"MT-RNR1"
"1434",1434,"MT-RNR1"
"1435",1435,"MT-RNR1"
"1436",1436,"MT-RNR1"
"1437",1437,"MT-RNR1"
"1438",1438,"MT-RNR1"
"1439",1439,"MT-RNR1"
"1440",1440,"MT-RNR1"
"1441",1441,"MT-RNR1"
"1442",1442,"MT-RNR1"
"1443",1443,"MT-RNR1"
"1444",1444,"MT-RNR1"
"1445",1445,"MT-RNR1"
"1446",1446,"MT-RNR1"
"1447",1447,"MT-RNR1"
"1448",1448,"MT-RNR1"
"1449",1449,"MT-RNR1"
"1450",1450,"MT-RNR1"
"1451",1451,"MT-RNR1"
"1452",1452,"MT-RNR1"
"1453",1453,"MT-RNR1"
"1454",1454,"MT-RNR1"
"1455",1455,"MT-RNR1"
"1456",1456,"MT-RNR1"
"1457",1457,"MT-RNR1"
"1458",1458,"MT-RNR1"
"1459",1459,"MT-RNR1"
"1460",1460,"MT-RNR1"
"1461",1461,"MT-RNR1"
"1462",1462,"MT-RNR1"
"1463",1463,"MT-RNR1"
"1464",1464,"MT-RNR1"
"1465",1465,"MT-RNR1"
"1466",1466,"MT-RNR1"
"1467",1467,"MT-RNR1"
"1468",1468,"MT-RNR1"
"1469",1469,"MT-RNR1"
"1470",1470,"MT-RNR1"
"1471",1471,"MT-RNR1"
"1472",1472,"MT-RNR1"
"1473",1473,"MT-RNR1"
"1474",1474,"MT-RNR1"
"1475",1475,"MT-RNR1"
"1476",1476,"MT-RNR1"
"1477",1477,"MT-RNR1"
"1478",1478,"MT-RNR1"
"1479",1479,"MT-RNR1"
"1480",1480,"MT-RNR1"
"1481",1481,"MT-RNR1"
"1482",1482,"MT-RNR1"
"1483",1483,"MT-RNR1"
"1484",1484,"MT-RNR1"
"1485",1485,"MT-RNR1"
"1486",1486,"MT-RNR1"
"1487",1487,"MT-RNR1"
"1488",1488,"MT-RNR1"
"1489",1489,"MT-RNR1"
"1490",1490,"MT-RNR1"
"1491",1491,"MT-RNR1"
"1492",1492,"MT-RNR1"
"1493",1493,"MT-RNR1"
"1494",1494,"MT-RNR1"
"1495",1495,"MT-RNR1"
"1496",1496,"MT-RNR1"
"1497",1497,"MT-RNR1"
"1498",1498,"MT-RNR1"
"1499",1499,"MT-RNR1"
"1500",1500,"MT-RNR1"
"1501",1501,"MT-RNR1"
"1502",1502,"MT-RNR1"
"1503",1503,"MT-RNR1"
"1504",1504,"MT-RNR1"
"1505",1505,"MT-RNR1"
"1506",1506,"MT-RNR1"
"1507",1507,"MT-RNR1"
"1508",1508,"MT-RNR1"
"1509",1509,"MT-RNR1"
"1510",1510,"MT-RNR1"
"1511",1511,"MT-RNR1"
"1512",1512,"MT-RNR1"
"1513",1513,"MT-RNR1"
"1514",1514,"MT-RNR1"
"1515",1515,"MT-RNR1"
"1516",1516,"MT-RNR1"
"1517",1517,"MT-RNR1"
"1518",1518,"MT-RNR1"
"1519",1519,"MT-RNR1"
"1520",1520,"MT-RNR1"
"1521",1521,"MT-RNR1"
"1522",1522,"MT-RNR1"
"1523",1523,"MT-RNR1"
"1524",1524,"MT-RNR1"
"1525",1525,"MT-RNR1"
"1526",1526,"MT-RNR1"
"1527",1527,"MT-RNR1"
"1528",1528,"MT-RNR1"
"1529",1529,"MT-RNR1"
"1530",1530,"MT-RNR1"
"1531",1531,"MT-RNR1"
"1532",1532,"MT-RNR1"
"1533",1533,"MT-RNR1"
"1534",1534,"MT-RNR1"
"1535",1535,"MT-RNR1"
"1536",1536,"MT-RNR1"
"1537",1537,"MT-RNR1"
"1538",1538,"MT-RNR1"
"1539",1539,"MT-RNR1"
"1540",1540,"MT-RNR1"
"1541",1541,"MT-RNR1"
"1542",1542,"MT-RNR1"
"1543",1543,"MT-RNR1"
"1544",1544,"MT-RNR1"
"1545",1545,"MT-RNR1"
"1546",1546,"MT-RNR1"
"1547",1547,"MT-RNR1"
"1548",1548,"MT-RNR1"
"1549",1549,"MT-RNR1"
"1550",1550,"MT-RNR1"
"1551",1551,"MT-RNR1"
"1552",1552,"MT-RNR1"
"1553",1553,"MT-RNR1"
"1554",1554,"MT-RNR1"
"1555",1555,"MT-RNR1"
"1556",1556,"MT-RNR1"
"1557",1557,"MT-RNR1"
"1558",1558,"MT-RNR1"
"1559",1559,"MT-RNR1"
"1560",1560,"MT-RNR1"
"1561",1561,"MT-RNR1"
"1562",1562,"MT-RNR1"
"1563",1563,"MT-RNR1"
"1564",1564,"MT-RNR1"
"1565",1565,"MT-RNR1"
"1566",1566,"MT-RNR1"
"1567",1567,"MT-RNR1"
"1568",1568,"MT-RNR1"
"1569",1569,"MT-RNR1"
"1570",1570,"MT-RNR1"
"1571",1571,"MT-RNR1"
"1572",1572,"MT-RNR1"
"1573",1573,"MT-RNR1"
"1574",1574,"MT-RNR1"
"1575",1575,"MT-RNR1"
"1576",1576,"MT-RNR1"
"1577",1577,"MT-RNR1"
"1578",1578,"MT-RNR1"
"1579",1579,"MT-RNR1"
"1580",1580,"MT-RNR1"
"1581",1581,"MT-RNR1"
"1582",1582,"MT-RNR1"
"1583",1583,"MT-RNR1"
"1584",1584,"MT-RNR1"
"1585",1585,"MT-RNR1"
"1586",1586,"MT-RNR1"
"1587",1587,"MT-RNR1"
"1588",1588,"MT-RNR1"
"1589",1589,"MT-RNR1"
"1590",1590,"MT-RNR1"
"1591",1591,"MT-RNR1"
"1592",1592,"MT-RNR1"
"1593",1593,"MT-RNR1"
"1594",1594,"MT-RNR1"
"1595",1595,"MT-RNR1"
"1596",1596,"MT-RNR1"
"1597",1597,"MT-RNR1"
"1598",1598,"MT-RNR1"
"1599",1599,"MT-RNR1"
"1600",1600,"MT-RNR1"
"1601",1601,"MT-RNR1"
"1602",1602,"MT-TV"
"1603",1603,"MT-TV"
"1604",1604,"MT-TV"
"1605",1605,"MT-TV"
"1606",1606,"MT-TV"
"1607",1607,"MT-TV"
"1608",1608,"MT-TV"
"1609",1609,"MT-TV"
"1610",1610,"MT-TV"
"1611",1611,"MT-TV"
"1612",1612,"MT-TV"
"1613",1613,"MT-TV"
"1614",1614,"MT-TV"
"1615",1615,"MT-TV"
"1616",1616,"MT-TV"
"1617",1617,"MT-TV"
"1618",1618,"MT-TV"
"1619",1619,"MT-TV"
"1620",1620,"MT-TV"
"1621",1621,"MT-TV"
"1622",1622,"MT-TV"
"1623",1623,"MT-TV"
"1624",1624,"MT-TV"
"1625",1625,"MT-TV"
"1626",1626,"MT-TV"
"1627",1627,"MT-TV"
"1628",1628,"MT-TV"
"1629",1629,"MT-TV"
"1630",1630,"MT-TV"
"1631",1631,"MT-TV"
"1632",1632,"MT-TV"
"1633",1633,"MT-TV"
"1634",1634,"MT-TV"
"1635",1635,"MT-TV"
"1636",1636,"MT-TV"
"1637",1637,"MT-TV"
"1638",1638,"MT-TV"
"1639",1639,"MT-TV"
"1640",1640,"MT-TV"
"1641",1641,"MT-TV"
"1642",1642,"MT-TV"
"1643",1643,"MT-TV"
"1644",1644,"MT-TV"
"1645",1645,"MT-TV"
"1646",1646,"MT-TV"
"1647",1647,"MT-TV"
"1648",1648,"MT-TV"
"1649",1649,"MT-TV"
"1650",1650,"MT-TV"
"1651",1651,"MT-TV"
"1652",1652,"MT-TV"
"1653",1653,"MT-TV"
"1654",1654,"MT-TV"
"1655",1655,"MT-TV"
"1656",1656,"MT-TV"
"1657",1657,"MT-TV"
"1658",1658,"MT-TV"
"1659",1659,"MT-TV"
"1660",1660,"MT-TV"
"1661",1661,"MT-TV"
"1662",1662,"MT-TV"
"1663",1663,"MT-TV"
"1664",1664,"MT-TV"
"1665",1665,"MT-TV"
"1666",1666,"MT-TV"
"1667",1667,"MT-TV"
"1668",1668,"MT-TV"
"1669",1669,"MT-TV"
"1670",1670,"MT-TV"
"1671",1671,"MT-RNR2"
"1672",1672,"MT-RNR2"
"1673",1673,"MT-RNR2"
"1674",1674,"MT-RNR2"
"1675",1675,"MT-RNR2"
"1676",1676,"MT-RNR2"
"1677",1677,"MT-RNR2"
"1678",1678,"MT-RNR2"
"1679",1679,"MT-RNR2"
"1680",1680,"MT-RNR2"
"1681",1681,"MT-RNR2"
"1682",1682,"MT-RNR2"
"1683",1683,"MT-RNR2"
"1684",1684,"MT-RNR2"
"1685",1685,"MT-RNR2"
"1686",1686,"MT-RNR2"
"1687",1687,"MT-RNR2"
"1688",1688,"MT-RNR2"
"1689",1689,"MT-RNR2"
"1690",1690,"MT-RNR2"
"1691",1691,"MT-RNR2"
"1692",1692,"MT-RNR2"
"1693",1693,"MT-RNR2"
"1694",1694,"MT-RNR2"
"1695",1695,"MT-RNR2"
"1696",1696,"MT-RNR2"
"1697",1697,"MT-RNR2"
"1698",1698,"MT-RNR2"
"1699",1699,"MT-RNR2"
"1700",1700,"MT-RNR2"
"1701",1701,"MT-RNR2"
"1702",1702,"MT-RNR2"
"1703",1703,"MT-RNR2"
"1704",1704,"MT-RNR2"
"1705",1705,"MT-RNR2"
"1706",1706,"MT-RNR2"
"1707",1707,"MT-RNR2"
"1708",1708,"MT-RNR2"
"1709",1709,"MT-RNR2"
"1710",1710,"MT-RNR2"
"1711",1711,"MT-RNR2"
"1712",1712,"MT-RNR2"
"1713",1713,"MT-RNR2"
"1714",1714,"MT-RNR2"
"1715",1715,"MT-RNR2"
"1716",1716,"MT-RNR2"
"1717",1717,"MT-RNR2"
"1718",1718,"MT-RNR2"
"1719",1719,"MT-RNR2"
"1720",1720,"MT-RNR2"
"1721",1721,"MT-RNR2"
"1722",1722,"MT-RNR2"
"1723",1723,"MT-RNR2"
"1724",1724,"MT-RNR2"
"1725",1725,"MT-RNR2"
"1726",1726,"MT-RNR2"
"1727",1727,"MT-RNR2"
"1728",1728,"MT-RNR2"
"1729",1729,"MT-RNR2"
"1730",1730,"MT-RNR2"
"1731",1731,"MT-RNR2"
"1732",1732,"MT-RNR2"
"1733",1733,"MT-RNR2"
"1734",1734,"MT-RNR2"
"1735",1735,"MT-RNR2"
"1736",1736,"MT-RNR2"
"1737",1737,"MT-RNR2"
"1738",1738,"MT-RNR2"
"1739",1739,"MT-RNR2"
"1740",1740,"MT-RNR2"
"1741",1741,"MT-RNR2"
"1742",1742,"MT-RNR2"
"1743",1743,"MT-RNR2"
"1744",1744,"MT-RNR2"
"1745",1745,"MT-RNR2"
"1746",1746,"MT-RNR2"
"1747",1747,"MT-RNR2"
"1748",1748,"MT-RNR2"
"1749",1749,"MT-RNR2"
"1750",1750,"MT-RNR2"
"1751",1751,"MT-RNR2"
"1752",1752,"MT-RNR2"
"1753",1753,"MT-RNR2"
"1754",1754,"MT-RNR2"
"1755",1755,"MT-RNR2"
"1756",1756,"MT-RNR2"
"1757",1757,"MT-RNR2"
"1758",1758,"MT-RNR2"
"1759",1759,"MT-RNR2"
"1760",1760,"MT-RNR2"
"1761",1761,"MT-RNR2"
"1762",1762,"MT-RNR2"
"1763",1763,"MT-RNR2"
"1764",1764,"MT-RNR2"
"1765",1765,"MT-RNR2"
"1766",1766,"MT-RNR2"
"1767",1767,"MT-RNR2"
"1768",1768,"MT-RNR2"
"1769",1769,"MT-RNR2"
"1770",1770,"MT-RNR2"
"1771",1771,"MT-RNR2"
"1772",1772,"MT-RNR2"
"1773",1773,"MT-RNR2"
"1774",1774,"MT-RNR2"
"1775",1775,"MT-RNR2"
"1776",1776,"MT-RNR2"
"1777",1777,"MT-RNR2"
"1778",1778,"MT-RNR2"
"1779",1779,"MT-RNR2"
"1780",1780,"MT-RNR2"
"1781",1781,"MT-RNR2"
"1782",1782,"MT-RNR2"
"1783",1783,"MT-RNR2"
"1784",1784,"MT-RNR2"
"1785",1785,"MT-RNR2"
"1786",1786,"MT-RNR2"
"1787",1787,"MT-RNR2"
"1788",1788,"MT-RNR2"
"1789",1789,"MT-RNR2"
"1790",1790,"MT-RNR2"
"1791",1791,"MT-RNR2"
"1792",1792,"MT-RNR2"
"1793",1793,"MT-RNR2"
"1794",1794,"MT-RNR2"
"1795",1795,"MT-RNR2"
"1796",1796,"MT-RNR2"
"1797",1797,"MT-RNR2"
"1798",1798,"MT-RNR2"
"1799",1799,"MT-RNR2"
"1800",1800,"MT-RNR2"
"1801",1801,"MT-RNR2"
"1802",1802,"MT-RNR2"
"1803",1803,"MT-RNR2"
"1804",1804,"MT-RNR2"
"1805",1805,"MT-RNR2"
"1806",1806,"MT-RNR2"
"1807",1807,"MT-RNR2"
"1808",1808,"MT-RNR2"
"1809",1809,"MT-RNR2"
"1810",1810,"MT-RNR2"
"1811",1811,"MT-RNR2"
"1812",1812,"MT-RNR2"
"1813",1813,"MT-RNR2"
"1814",1814,"MT-RNR2"
"1815",1815,"MT-RNR2"
"1816",1816,"MT-RNR2"
"1817",1817,"MT-RNR2"
"1818",1818,"MT-RNR2"
"1819",1819,"MT-RNR2"
"1820",1820,"MT-RNR2"
"1821",1821,"MT-RNR2"
"1822",1822,"MT-RNR2"
"1823",1823,"MT-RNR2"
"1824",1824,"MT-RNR2"
"1825",1825,"MT-RNR2"
"1826",1826,"MT-RNR2"
"1827",1827,"MT-RNR2"
"1828",1828,"MT-RNR2"
"1829",1829,"MT-RNR2"
"1830",1830,"MT-RNR2"
"1831",1831,"MT-RNR2"
"1832",1832,"MT-RNR2"
"1833",1833,"MT-RNR2"
"1834",1834,"MT-RNR2"
"1835",1835,"MT-RNR2"
"1836",1836,"MT-RNR2"
"1837",1837,"MT-RNR2"
"1838",1838,"MT-RNR2"
"1839",1839,"MT-RNR2"
"1840",1840,"MT-RNR2"
"1841",1841,"MT-RNR2"
"1842",1842,"MT-RNR2"
"1843",1843,"MT-RNR2"
"1844",1844,"MT-RNR2"
"1845",1845,"MT-RNR2"
"1846",1846,"MT-RNR2"
"1847",1847,"MT-RNR2"
"1848",1848,"MT-RNR2"
"1849",1849,"MT-RNR2"
"1850",1850,"MT-RNR2"
"1851",1851,"MT-RNR2"
"1852",1852,"MT-RNR2"
"1853",1853,"MT-RNR2"
"1854",1854,"MT-RNR2"
"1855",1855,"MT-RNR2"
"1856",1856,"MT-RNR2"
"1857",1857,"MT-RNR2"
"1858",1858,"MT-RNR2"
"1859",1859,"MT-RNR2"
"1860",1860,"MT-RNR2"
"1861",1861,"MT-RNR2"
"1862",1862,"MT-RNR2"
"1863",1863,"MT-RNR2"
"1864",1864,"MT-RNR2"
"1865",1865,"MT-RNR2"
"1866",1866,"MT-RNR2"
"1867",1867,"MT-RNR2"
"1868",1868,"MT-RNR2"
"1869",1869,"MT-RNR2"
"1870",1870,"MT-RNR2"
"1871",1871,"MT-RNR2"
"1872",1872,"MT-RNR2"
"1873",1873,"MT-RNR2"
"1874",1874,"MT-RNR2"
"1875",1875,"MT-RNR2"
"1876",1876,"MT-RNR2"
"1877",1877,"MT-RNR2"
"1878",1878,"MT-RNR2"
"1879",1879,"MT-RNR2"
"1880",1880,"MT-RNR2"
"1881",1881,"MT-RNR2"
"1882",1882,"MT-RNR2"
"1883",1883,"MT-RNR2"
"1884",1884,"MT-RNR2"
"1885",1885,"MT-RNR2"
"1886",1886,"MT-RNR2"
"1887",1887,"MT-RNR2"
"1888",1888,"MT-RNR2"
"1889",1889,"MT-RNR2"
"1890",1890,"MT-RNR2"
"1891",1891,"MT-RNR2"
"1892",1892,"MT-RNR2"
"1893",1893,"MT-RNR2"
"1894",1894,"MT-RNR2"
"1895",1895,"MT-RNR2"
"1896",1896,"MT-RNR2"
"1897",1897,"MT-RNR2"
"1898",1898,"MT-RNR2"
"1899",1899,"MT-RNR2"
"1900",1900,"MT-RNR2"
"1901",1901,"MT-RNR2"
"1902",1902,"MT-RNR2"
"1903",1903,"MT-RNR2"
"1904",1904,"MT-RNR2"
"1905",1905,"MT-RNR2"
"1906",1906,"MT-RNR2"
"1907",1907,"MT-RNR2"
"1908",1908,"MT-RNR2"
"1909",1909,"MT-RNR2"
"1910",1910,"MT-RNR2"
"1911",1911,"MT-RNR2"
"1912",1912,"MT-RNR2"
"1913",1913,"MT-RNR2"
"1914",1914,"MT-RNR2"
"1915",1915,"MT-RNR2"
"1916",1916,"MT-RNR2"
"1917",1917,"MT-RNR2"
"1918",1918,"MT-RNR2"
"1919",1919,"MT-RNR2"
"1920",1920,"MT-RNR2"
"1921",1921,"MT-RNR2"
"1922",1922,"MT-RNR2"
"1923",1923,"MT-RNR2"
"1924",1924,"MT-RNR2"
"1925",1925,"MT-RNR2"
"1926",1926,"MT-RNR2"
"1927",1927,"MT-RNR2"
"1928",1928,"MT-RNR2"
"1929",1929,"MT-RNR2"
"1930",1930,"MT-RNR2"
"1931",1931,"MT-RNR2"
"1932",1932,"MT-RNR2"
"1933",1933,"MT-RNR2"
"1934",1934,"MT-RNR2"
"1935",1935,"MT-RNR2"
"1936",1936,"MT-RNR2"
"1937",1937,"MT-RNR2"
"1938",1938,"MT-RNR2"
"1939",1939,"MT-RNR2"
"1940",1940,"MT-RNR2"
"1941",1941,"MT-RNR2"
"1942",1942,"MT-RNR2"
"1943",1943,"MT-RNR2"
"1944",1944,"MT-RNR2"
"1945",1945,"MT-RNR2"
"1946",1946,"MT-RNR2"
"1947",1947,"MT-RNR2"
"1948",1948,"MT-RNR2"
"1949",1949,"MT-RNR2"
"1950",1950,"MT-RNR2"
"1951",1951,"MT-RNR2"
"1952",1952,"MT-RNR2"
"1953",1953,"MT-RNR2"
"1954",1954,"MT-RNR2"
"1955",1955,"MT-RNR2"
"1956",1956,"MT-RNR2"
"1957",1957,"MT-RNR2"
"1958",1958,"MT-RNR2"
"1959",1959,"MT-RNR2"
"1960",1960,"MT-RNR2"
"1961",1961,"MT-RNR2"
"1962",1962,"MT-RNR2"
"1963",1963,"MT-RNR2"
"1964",1964,"MT-RNR2"
"1965",1965,"MT-RNR2"
"1966",1966,"MT-RNR2"
"1967",1967,"MT-RNR2"
"1968",1968,"MT-RNR2"
"1969",1969,"MT-RNR2"
"1970",1970,"MT-RNR2"
"1971",1971,"MT-RNR2"
"1972",1972,"MT-RNR2"
"1973",1973,"MT-RNR2"
"1974",1974,"MT-RNR2"
"1975",1975,"MT-RNR2"
"1976",1976,"MT-RNR2"
"1977",1977,"MT-RNR2"
"1978",1978,"MT-RNR2"
"1979",1979,"MT-RNR2"
"1980",1980,"MT-RNR2"
"1981",1981,"MT-RNR2"
"1982",1982,"MT-RNR2"
